DepartmentCode,StockCode,Description,QuantitySold
FPHE07,LP9071822,DARK&LOVELY AU NAT SPOO 250ML ANTI SH,0.0
FPHE07,LP9079141,MERA AMLA CONDITIONER 1L,0.0
FPHE07,LP9079162,EASY WAVES KIDS 2-IN-1 SPOO 250ML,0.0
FPHE07,LP9079163,EASY WAVES SPOO 250ML NEUTRALISING,0.0
FPHE07,LP9079164,MERA AMLA SPOO 1L,0.0
FPHE07,LP9084515,DARK&LOVELY AU NAT CLEANSING COND 250,0.0
FPHE07,LP9084516,OAB COND 177ML OLIVE OIL- LEAVE IN,0.0
FPHE07,LP9084517,PALMERS COCO OIL 400ML SPOO SMOOTHING,0.0
FPHE07,LP9084521,PALMERS COCO OIL 473ML COND CLEANSING,0.0
FPHE07,LP9084522,PALMERS COCO OIL FORM 150ML STRNG SPR,0.0
FPHE07,LP9084523,PALMERS COCO OIL FORM 178ML HAIR SERU,0.0
FPHE07,LP9084524,PALMERS OLIVE OIL FORM 250ML LEAVE CO,0.0
FPHE07,LP9084525,PALMERS OLIVE OIL FORM 250ML REPLEN C,0.0
FPHE07,LP9084526,PALMERS OLIVE OIL FORM 400ML SMOOTH S,0.0
FPHE07,LP9089917,MERA AMLA COND 1L DRY COCONUT,0.0
FPHE07,LP9089918,MERA AMLA COND 1L OILY BLACKSEED,0.0
FPHE07,LP9089919,MERA AMLA COND 350ML,0.0
FPHE07,LP9089920,MERA AMLA SPOO 1L DRY COCONUT,0.0
FPHE07,LP9089921,MERA AMLA SPOO 1L OILY BLACKSEED,0.0
FPHE07,LP9089922,MERA AMLA SPOO 350ML,0.0
FPHE07,LP9096324,VATIKA SPOO 400ML ARGAN,0.0
FPHE07,LP9096388,VATIKA AFRO NAT SPOO 400ML BLACK SOAP,0.0
FPHE07,LP9096390,VATIKA AFRO NAT RESTOR L-IN COND 250M,0.0
FPHE07,LP9096394,VATIKA AFRO NAT DETANGLING MILK 400ML,0.0
FPHE07,LP9096400,VATIKA SPOO 400ML GARLIC,0.0
FPHE07,LP9096401,VATIKA SPOO 400ML BLACK OLIVE,0.0
FPHE07,LP9096402,VATIKA SPOO 400ML BLACK SEED,0.0
FPHE07,LP9096403,VATIKA COND 400ML GARLIC,0.0
FPHE07,LP9096404,VATIKA COND 400ML BLACK OLIVE,0.0
FPHE07,LP9096405,VATIKA COND 400ML BLACK SEED,0.0
FPHE07,LP9096406,VATIKA COND 400ML ARGAN,0.0
FPHE07,LP9102264,PALMERS COCO OIL FORM 60G PROTEIN PAC,0.0
FPHE07,LP9102265,PALMERS COCO OIL FORM 250ML COND L/IN,0.0
FPHE07,LP9102266,PALMERS COCO OIL FORM 250ML REP COND,0.0
FPHE07,LP9106015,BRAZILIAN SULPHATE 250ML FREE CONDITI,0.0
FPHE07,LP9106016,BRAZILIAN SULPHATE 250ML FREE SPOO,0.0
FPHE07,LP9111073,DARK&LOVELY WATERLESS CLEANSER 250ML,0.0
FPHE07,LP9111829,NATIVE CHILD KIDS DEEP CONDITIONER 25,0.0
FPHE07,LP9111830,NATIVE CHILD KIDS MOISTURISING SHMP 2,0.0
FPHE07,LP9114284,AJ COCONUT CRME DEEP CONDITIONER,0.0
FPHE07,LP9114285,AJ OH SO CLEAN MOIST & SOFTENING SHAM,0.0
FPHE07,LP9114286,AJ OH SO CLEAN MOIST & SOFTENING SHAM,0.0
FPHE07,LP9116367,ROSEMARY ANTI FUNGAL COND 200ML,0.0
FPHE07,LP9116368,ROSEMARY ANTI FUNGAL SHAMPOO 200ML,0.0
FPHE07,LP9116369,ROSEMARY HAIR CONDITIONER 250ML,0.0
FPHE07,LP9116370,ROSEMARY REGULAR SHAMPOO 250ML,0.0
FPHE07,LP9118431,PURE ROYAL COND 250ML SULFATE FREE,0.0
FPHE07,LP9118432,PURE ROYAL COND 350ML SULFATE FREE,0.0
FPHE07,LP9118433,PURE ROYAL SPOO 350ML SULFATE FREE,0.0
FPHE07,LP9118434,PURE ROYAL SPOO 250ML SULFATE FREE,0.0
FPHE07,LP9118697,VATIKA SPOO 400ML LEMON & YOGHURT,0.0
FPHE07,LP9118698,VATIKA COND 400ML COCONUT & CASTOR,0.0
FPHE07,LP9118699,VATIKA SPOO 400ML COCONUT & CASTOR,0.0
FPHE07,LP9118700,VATIKA SPOO 400ML ALMOND & HONEY,0.0
FPHE07,LP9118701,VATIKA COND 400ML OLIVE & HENNA,0.0
FPHE07,LP9121688,AJ INCONTROL SOFTNENING CONDITIONER 2,0.0
FPHE07,LP9122336,MIELLE ROSE MINT SHAMPOO 12OZ,0.0
FPHE07,LP9122360,MY NATURAL NOURISHING SHAMPOO 250ML,0.0
FPHE07,LP9122361,MY NATURAL STRENGTHENING OIL 150ML,0.0
FPHE07,LP9126091,PALMERS C/B LENGTH RETENTION COND 340,0.0
FPHE07,LP9126093,PALMERS C/B LENGTH RETENTION SPOO 400,0.0
FPHE07,LP9129017,DARK & LOVELY AU NAT WASH SPOO 500ML,0.0
FPHE07,LP9129754,ORS TEXTURES COND 250ML,0.0
FPHE07,LP9129755,ORS TEXTURES LEAVE IN COND 250ML,0.0
FPHE07,LP9129756,ORS TEXTURES SPOO 250ML,0.0
FPHE07,LP9136146,AUNTY JACKIE PWDR WASH SPOO 355ML INT,0.0
FPHE07,LP9142731,CANTU CLEANSING SHAMPOO 89ML,0.0
FPHE07,LP9142907,CANTU AVO LEAVE IN COND CRM 340ML,0.0
FPHE07,LP9143409,CANTU AVO COCONUT CURL CRM 354ML,0.0
FPHE07,LP9146808,PERFECT HAIR DEEP COND 250ML,0.0
FPHE07,LP9147931,DR HAUSCHKA SPOO 150ML,0.0
FPHE07,LP9147932,DR HAUSCHKA COND 150ML,0.0
FPHE07,LP9153823,AFRI PURE RMARY MINT ITCH REDUCING,0.0
FPHE07,LP9153829,AFRI PURE RMARY MINT DETOX HAIR CLEAN,0.0
FPHE08,LP9052811,DONNA STOCKING WIG CAP BLACK 2PCS,0.0
FPHE08,LP9061762,WOW HAIR EXTENTIONS 218123,0.0
FPHE08,LP9061765,WOW HAIR EXTENTIONS MULTI COLOUR 2128,0.0
FPHE08,LP9062110,WOW FUNKY HAIR EXTENSIONS,0.0
FPHE08,LP9080785,BASICS DOME CAP SPANDEX BLACK 2PCS,0.0
FPHE08,LP9096427,CHIC 2 WIG CAP,0.0
FPHE08,LP9096428,CHIC SATIN CAP,0.0
FPHE08,LP9106248,WOW HAIR EXTENTION CLIP 070363,0.0
FPHE08,LP9106249,WOW HAIR EXTENTION CLIP 070370,0.0
FPHE08,LP9107010,WOW HAIR EXTENTION CLIP 070394,0.0
FPHE08,LP9107013,WOW HAIR EXTENTION BAND 070455,0.0
FPHE08,LP9107015,WOW COSTUME WIG 070493,0.0
FPHE08,LP9107284,WOW HEAD SYNTHETIC HAIR WIG 070745,0.0
FPHE08,LP9119301,WOW HAIR EXTENTION CLIP 415669,0.0
FPHE08,LP9119302,WOW HAIR EXTENTION CLIP 415676,0.0
FPHE08,LP9119303,WOW HAIR EXTENTION CLIP 415683,0.0
FPHE08,LP9119304,WOW HAIR EXTENTION CLIP 415690,0.0
FPHE08,LP9119305,WOW HAIR EXTENTION CLIP 415706,0.0
FPHE08,LP9119306,WOW HAIR EXTENTION CLIP 415713,0.0
FPHE08,LP9119307,WOW HAIR EXTENTION CLIP 415720,0.0
FPHE08,LP9121804,BELLA DREAD LOCK BEADS GOLD 50,0.0
FPHE08,LP9121805,BELLA HEAD SCRATCHER 2,0.0
FPHE08,LP9123505,WOW HAIR BUN EXTENTION 419797,0.0
FPHE08,LP9123506,WOW HAIR BUN EXTENTION 419803,0.0
FPHE08,LP9123507,WOW HAIR BUN EXTENTION 419810,0.0
FPHE08,LP9123508,WOW HAIR BUN EXTENTION 419827,0.0
FPHE08,LP9140972,WOW HAIR BUN EXTENTION 007505,0.0
FPHE09,LP9114273,AFRO HAIR COMB PLASTIC,0.0
FPHE09,LP9121977,DONNA DISPOSABLE PLASTIC CAPS CLEAR 1,0.0
FPHE09,LP9121978,DONNA DRAWSTRING SATIN CAP BLACK,0.0
FPHE09,LP9121979,DONNA EXTRA LARGE SHOWER CAP FLORAL,0.0
FPHE09,LP9121989,DONNA SATIN BRAID BONNET BLACK,0.0
FPHE09,LP9121991,DONNA STOCKING WIG CAP BROWN 2PCS,0.0
FPHE09,LP9141457,AFRI CHIC STYLING BENDY CURLERS 20MM,0.0
FPHE09,LP9141458,AFRI CHIC STYLING BENDY CURLERS 16MM,0.0
FPHE09,LP9142669,AFRI BRAIDING LATCH HOOK NEEDLE,0.0
FPHE09,LP9143356,AFRI HAIR COMB WITH SIDE HANDLE LRG,0.0
FPHE09,LP9143357,AFRI HAIR CUTTING COMB SMALL,0.0
FPHE09,LP9143358,AFRI ANNIE MILLITARY HAIR BRUSH,0.0
FPHE09,LP9143359,AFRI HAIR TWIST SPONGE MEDIUM,0.0
FPHE09,LP9143360,AFRI ANNIE RUBBER BANDS ASST COL,0.0
FPHE09,LP9143372,AFRI CHIC HAIR STEEL TAIL COMB,0.0
FPHE09,LP9143453,AFRI CHIC PLASTIC TAIL HAIR COMB,0.0
FPHE09,LP9151955,TANGLE TEEZER DETANGLING BRUSH PURPLE,0.0
FPHE09,LP9151956,TANGLE TEEZER DETANGLING BRUSH GREEN,0.0
FPHE09,LP9151957,LION 9 HAIR NETS MED BROWN 2,0.0
FPHE09,LP9151958,LION 9 HAIR NETS DARK BROWN 2,0.0
FPHE09,LP9152601,HAIR TOUCH BOAR STYLER BRUSH,0.0
FPHE09,LP9153270,WOW HAIR BAND SET 591110,0.0
FPHE09,LP9153271,WOW HAIR SCRUNCHY 312272,0.0
FPHE09,LP9153272,WOW HAIR SCRUNCHY 591356 2PC,0.0
FPHE09,LP9153283,WOW HAIR CLIP 590649,0.0
FPHE09,LP9153414,WOW HAIR BAND 590496 4PC,0.0
FPHE09,LP9153415,WOW HAIR CLIP 590403 10PC,0.0
FPHE09,LP9153416,WOW HAIR CLIP 590410 10PC,0.0
FPHE09,LP9153417,WOW HAIR CLIP 590458 2PC,0.0
FPHE09,LP9153476,WOW HAIR ALICE BAND 008083 2PC,0.0
FPHE09,LP9153478,WOW HAIR CLIP 591134,0.0
FPHE09,LP9153713,WOW HAIR CLIP 590595,0.0
FPHE09,LP9153714,WOW HAIR CLIP 590656,0.0
FPHE09,LP9154115,WOW HAIR ROLLER 589803 VELCRO WITH CL,0.0
FPHE09,LP9154116,WOW HAIR BEADS 009387,0.0
FPHE09,LP9154143,WOW HAIR BAND 5PC 589933,0.0
FPHE09,LP9154196,WOW HAIR BAND 592964,0.0
FPHE09,LP9154197,WOW HAIR BAND 592988,0.0
FPHE09,LP9154198,WOW HAIR BAND 593015,0.0
FPHE09,LP9154199,WOW HAIR BAND 593022,0.0
FPHE09,LP9154264,FLAIR LICE COMB,0.0
FPHE09,LP9154383,WOW HAIR ROLLER 589810 2PC,0.0
FPHH01,LP9109816,SHELLEY DRY SHAMPOO ORIGINAL,0.0
FPHH01,LP9110212,SHELLEY DRY SHAMPOO 200ML BLUSH,0.0
FPHH01,LP9110213,SHELLEY DRY SHAMPOO 200ML VOLUME,0.0
FPHH01,LP9111904,NU-ECO BAOBAB CONDITIONING SPOO 250ML,0.0
FPHH01,LP9128071,VATIKA SPOO 400ML EGG PROTEIN,0.0
FPHH01,LP9128072,VATIKA SPOO 400ML HONEY & EGG,0.0
FPHH01,LP9132009,RYTC SHAMPOO 250ML,0.0
FPHH01,LP9133846,SIMPLY BEE SPOO TEA TREE 300ML,0.0
FPHH01,LP9136318,SIMPLY BEE CONDITIONER TEA TREE 300ML,0.0
FPHH01,LP9139805,DNA XERIO WASH 250ML SPOO HAIR&BODY,0.0
FPHH01,LP9143955,MPL SPOO 250ML CHARCOAL,0.0
FPHH01,LP9144855,HERBATINT 260ML SPOO DETOX,0.0
FPHH01,LP9149778,MEDIHAIR SPOO SULPHATE FREE 250ML,0.0
FPHH01,LP9149779,MEDIHAIR SPOO R&H HAIR GROWTH 250ML,0.0
FPHH01,LP9153232,SHOWER TO SH SPOO 400ML SHEA BUTTER &,0.0
FPHH01,LP9153233,SHOWER TO SH SPOO 400ML AVO& GREEN TE,0.0
FPHH01,LP9153235,SHOWER TO SH SPOO 400ML ARGAN OIL & B,0.0
FPHH01,LP9153405,BED HEAD RECOVERY SPOO 400ML,0.0
FPHH01,LP9153406,BED HEAD RESSURECT SPOO 400ML,0.0
FPHH01,LP9153408,BED HEAD SERIAL BLONDE SPOO 400ML,0.0
FPHH01,LP9153745,JENAM STRAWBERRY HAIR & BODY WASH,0.0
FPHH03,LP9119886,AO SILVER COND 300ML,0.0
FPHH03,LP9128032,ROOTS DOUBLE HAIR COND MASK 200ML,0.0
FPHH03,LP9128073,VATIKA COND 400ML CACTUS & GERGIR,0.0
FPHH03,LP9129839,AUNT JACKIE IN CONTROL COND 426G,0.0
FPHH03,LP9131366,AUNT JACKIE TRANSFORM COND 426G,0.0
FPHH03,LP9132008,RYTC DEEP CONDITIONER 250ML,0.0
FPHH03,LP9142059,GLYCO COND 750ML LEAVE ON,0.0
FPHH03,LP9144854,ROYAL 200ML CONDITIONER,0.0
FPHH03,LP9153230,SHOWER TO SH COND 400ML AVO& GREEN TE,0.0
FPHH03,LP9153231,SHOWER TO SH COND 400ML ARGAN OIL & B,0.0
FPHH03,LP9153234,SHOWER TO SH COND 400ML SHEA BUTTER &,0.0
FPHH03,LP9153399,PALMERS COND 400ML LENGTH RETENTION,0.0
FPHH03,LP9153407,BED HEAD RESURRECT COND 400ML,0.0
FPHH03,LP9153409,BED HEAD HEAD SERIAL BLOND COND 400ML,0.0
FPHI01,LP9005836,CANTU MOIST CREAM SPOO,0.0
FPHI01,LP9024902,TRESEMME SPOO 750ML KERATIN SMOOTH HA,0.0
FPHI01,LP9024904,TRESEMME SPOO 900ML 24HR HEALTHY VOLU,0.0
FPHI01,LP9024905,TRESEMME SPOO 900ML NO FRIZZ,0.0
FPHI01,LP9024907,TRESEMME SPOO 900ML VIT B12&KERATIN,1.0
FPHI01,LP9024908,TRESEMME SPOO 900ML VIT C DEEP CLEAN,0.0
FPHI01,LP9024909,TRESEMME SPOO 900ML VIT E MOISTURE,0.0
FPHI01,LP9024910,TRESEMME SPOO 900ML VIT E&ALOE,0.0
FPHI01,LP9026452,DOVE SPOO 250ML NUTRISHING OIL CARE,0.0
FPHI01,LP9026453,DOVE SPOO 250ML DAILY MOISTURE,0.0
FPHI01,LP9026455,DOVE SPOO 250ML INTENSE REPAIR,0.0
FPHI01,LP9026459,DOVE SPOO 400ML COL/CARE,0.0
FPHI01,LP9026460,DOVE SPOO 400ML DAILY MOISTURE,0.0
FPHI01,LP9026463,DOVE SPOO 400ML INTENSIVE REPAIR,0.0
FPHI01,LP9026464,DOVE SPOO 400ML NOURISHING OIL CARE,0.0
FPHI01,LP9026465,ELVIVE SPOO 250ML TRIPLE RESIST,0.0
FPHI01,LP9026466,ELVIVE SPOO 250ML COLOUR PROTECT UV F,0.0
FPHI01,LP9026467,ELVIVE SPOO 250ML NUTRI GLOSS,0.0
FPHI01,LP9026469,ELVIVE SPOO 250ML TOTAL REPAIR,0.0
FPHI01,LP9026476,GLISS SPOO 250ML   TOTAL REPAIR,0.0
FPHI01,LP9026477,GLISS SPOO 250ML   ULTIMATE REPAIR,0.0
FPHI01,LP9026478,GLISS SPOO 250ML  COLOUR SHINE&PROTEC,0.0
FPHI01,LP9026479,GLISS SPOO 400ML   COLOUR SHINE&PROTE,0.0
FPHI01,LP9026482,GLISS SPOO 400ML TOTAL REPAIR,0.0
FPHI01,LP9026483,GLISS SPOO 400ML   ULTIMATE REPAIR,0.0
FPHI01,LP9026485,PANTENE 2IN1 400ML CLASSIC CLEAN,0.0
FPHI01,LP9026489,PANTENE SPOO 250ML  REPAIR&PROTECT,0.0
FPHI01,LP9026493,PANTENE SPOO 400ML AQUA LIGHT,6.0
FPHI01,LP9026494,PANTENE SPOO 400ML CLASSIC CARE,0.0
FPHI01,LP9026495,PANTENE SPOO 400ML COLOUR REVIVAL,4.0
FPHI01,LP9026496,PANTENE SPOO 400ML FULL&THICK,2.0
FPHI01,LP9026498,PANTENE SPOO 400ML REPAIR&PROTECT,5.0
FPHI01,LP9026499,PANTENE SPOO 400ML SMOOTH&SLEEK,7.0
FPHI01,LP9026500,PANTENE SPOO 400ML MOISTURE RENEW,3.0
FPHI01,LP9026503,PANTENE SPOO 750ML REPAIR&PROTECT,0.0
FPHI01,LP9026504,PANTENE SPOO 750ML SMOOTH&SLEEK,0.0
FPHI01,LP9026505,PANTENE SPOO 750ML TOTAL FULLNESS,0.0
FPHI01,LP9026506,PANTENE SPOO 750ML COLOUR PROTECT SHI,0.0
FPHI01,LP9026522,PANTENE 2IN1 200ML SPOO/COND SMOOTH &,0.0
FPHI01,LP9026536,PANTENE SPOO 200ML REPAIR & PROTECT,8.0
FPHI01,LP9026538,PANTENE SPOO 200ML SMOOTH & SLEEK,3.0
FPHI01,LP9026704,C/CLASSIQUE COAL TAR SPOO/COND 250ML,0.0
FPHI01,LP9026769,TRESEMME THERMAL RECOVERY SHAMP 900ML,0.0
FPHI01,LP9027012,C/CLASSIQUE ZINC PYRITHIONE SPOO 250M,0.0
FPHI01,LP9047077,ELVIVE SPOO 250ML FIBROLOGY,0.0
FPHI01,LP9053491,GLISS SPOO 400ML LIQUID KERATIN,0.0
FPHI01,LP9053886,Z//SEBAMED CLASSIC ANTI-DANDRFF SHAMP,0.0
FPHI01,LP9053887,SEBAMED CLASSIC ANTI-HAIRLOS SHAMP 20,0.0
FPHI01,LP9053891,SEBAMED CLASSIC EVERYDAY SHAMPOO 20ML,0.0
FPHI01,LP9055468,GLISS SPOO 400ML ULTIMATE OIL ELIXER,0.0
FPHI01,LP9058983,ROOIBOS HERBAL EXTRACT SHAMPOO,0.0
FPHI01,LP9059769,ELVIVE SPOO 250ML EX/ORD DRY HAIR,0.0
FPHI01,LP9059770,ELVIVE SPOO 250ML EX/ORD X/DRY,0.0
FPHI01,LP9059967,PANTENE SPOO 200ML MOISTURE RENEW,5.0
FPHI01,LP9060447,TRESEMME PLAT STRENGTH SPOO,0.0
FPHI01,LP9063656,PANTENE SPOO 200ML TOTAL FULLNESS,5.0
FPHI01,LP9063657,PANTENE SPOO 200ML COLOUR PROTECT SHI,1.0
FPHI01,LP9063658,PANTENE SPOO 200ML AQUALIGHT,0.0
FPHI01,LP9065127,ELVIVE SPOO 400ML NUTRI GLOSS,0.0
FPHI01,LP9065128,ELVIVE SPOO 400ML TRIPLE RESIST,0.0
FPHI01,LP9065129,ELVIVE SPOO 400ML TOTAL REPAIR 5,0.0
FPHI01,LP9065131,ELVIVE SPOO 400ML COLOUR PROTECT UV F,0.0
FPHI01,LP9068916,GLISS SPOO 400ML SERUM DEEP,0.0
FPHI01,LP9070908,DOVE SPOO 2IN1 400ML DAILY MOISTURE,0.0
FPHI01,LP9071515,ELVIVE SPOO 400ML KERATIN STRAIGHT,0.0
FPHI01,LP9071563,DOVE SPOO 250ML AHS OXYGEN MOISTURE,0.0
FPHI01,LP9071564,DOVE SPOO 250ML AHS PURE CARE,0.0
FPHI01,LP9074198,DOVE SPOO 250ML DAILY MOISTURE 2IN1,0.0
FPHI01,LP9077120,ELVIVE SPOO 400ML EX/ORD DRY HAIR,0.0
FPHI01,LP9077121,ELVIVE SPOO 400ML EX/ORD EX DRY,0.0
FPHI01,LP9077122,ELVIVE SPOO 400ML EX/ORD OIL,0.0
FPHI01,LP9077123,ELVIVE SPOO 400ML CURL NOURISHMENT LO,0.0
FPHI01,LP9077125,ELVIVE SPOO 250ML EX/ORD OIL,0.0
FPHI01,LP9079259,TRESEMME SPOO 750ML BOTANIQUE,0.0
FPHI01,LP9089417,GS SPOO 60ML BEE NATURAL,0.0
FPHI01,LP9090416,GS SPOO 500ML  BEE NATURAL,0.0
FPHI01,LP9090417,GS SPOO 500ML  EXXTRA CARE & REPAIR,0.0
FPHI01,LP9090418,GS SPOO 500ML  NATURE NURTURE,0.0
FPHI01,LP9090419,GS SPOO 60ML  EXXTRA CARE & REPAIR,0.0
FPHI01,LP9090579,HANNON SPOO NORMAL MOIST,0.0
FPHI01,LP9097463,GLISS SPOO 250ML SUPREME LENGTH,0.0
FPHI01,LP9097465,GLISS SPOO 400ML INTENSE THERAPY,0.0
FPHI01,LP9097466,GLISS SPOO 400ML SUPREME LENGTH,0.0
FPHI01,LP9097730,SUPERSOFT SPOO 400ML COLOUR SHINE,0.0
FPHI01,LP9097731,SUPERSOFT SPOO 400ML REPAIR&CARE,0.0
FPHI01,LP9097732,SUPERSOFT SPOO 400ML STRENGTH&VITALIT,0.0
FPHI01,LP9097733,SUPERSOFT SPOO 400ML MEN,0.0
FPHI01,LP9100822,ELVIVE LOW SPOO 400ML EX/ORD OIL,0.0
FPHI01,LP9100823,ELVIVE LOW SPOO 400ML TOTAL REPAIR 5,0.0
FPHI01,LP9100824,ELVIVE SPOO 700ML DRM LENGTHS LONG HA,0.0
FPHI01,LP9103281,JENAM 2IN1 SPOO & COND 50ML GENTLEMAN,0.0
FPHI01,LP9103286,JENAM 2IN1 SPOO & COND 500ML GENTLEMA,1.0
FPHI01,LP9104898,ELVIVE SPOO 400ML DRM LENGTHS,0.0
FPHI01,LP9105588,GOT2B DRY SPOO 200ML FRESH EXTRA FRES,0.0
FPHI01,LP9105589,GOT2B DRY SPOO 200ML FRESH I DARK BRO,0.0
FPHI01,LP9105591,GOT2B DRY SPOO 200ML FRESH IT UP VOLU,0.0
FPHI01,LP9108085,SUPERSOFT KIDS SPOO/SGEL 2IN1 250M PI,0.0
FPHI01,LP9108086,SUPERSOFT KIDS SPOO/SGEL 2IN1 250M BL,0.0
FPHI01,LP9111311,ELVIVE SPOO 700ML COLOUR PROTECT,0.0
FPHI01,LP9111313,ELVIVE SPOO 700ML TOTAL REPAIR 5,0.0
FPHI01,LP9112041,REFLECTIONS SPOO 250ML SULPH FREE RUB,0.0
FPHI01,LP9112042,REFLECTIONS SPOO 250ML SULPH FREE GOL,0.0
FPHI01,LP9112043,REFLECTIONS SPOO 250ML SULPH FREE JET,0.0
FPHI01,LP9112045,REFLECTIONS SPOO 250ML ABYSSINIAN & M,0.0
FPHI01,LP9114657,DR ORGANIC CHARCOAL SPOO 265ML,0.0
FPHI01,LP9114659,DR ORGANIC MOROCCAN ARGAN OIL SPOO,0.0
FPHI01,LP9116530,PANTENE SHAMPOO SUPERFOODS 360ML,0.0
FPHI01,LP9116531,PANTENE SPOO 1L MOISTURE RENEWAL,0.0
FPHI01,LP9116532,PANTENE SPOO 1L REPAIR&PROTECT,0.0
FPHI01,LP9116533,PANTENE SPOO 1L SMOOTH & SLEEK,0.0
FPHI01,LP9116684,REFLECTIONS SPOO 250ML SULPH FREE SIL,0.0
FPHI01,LP9118457,OKAY SPOO 355ML CHARCOAL,0.0
FPHI01,LP9122001,DR TEALS SHAMPOO 473ML COCONUT,0.0
FPHI01,LP9122002,DR TEALS SHAMPOO 473ML EUCAL AND SPEA,0.0
FPHI01,LP9122003,DR TEALS SHAMPOO 473ML LAVENDER,0.0
FPHI01,LP9124367,ELVIVE SPOO 400ML HYALURONIC,0.0
FPHI01,LP9130388,B/F SPOO 250ML ARGAN OIL,0.0
FPHI01,LP9131367,HORSE MOIST SPOO 400ML ALOE VERA,0.0
FPHI01,LP9134244,ULTIMATE BLENDS HF SPOO 350ML BANANA,0.0
FPHI01,LP9134245,ULTIMATE BLENDS HF SPOO 350ML COCONUT,0.0
FPHI01,LP9134246,ULTIMATE BLENDS HF SPOO 350ML WATERME,0.0
FPHI01,LP9136237,ELVIVE SPOO 400ML FULL RESIST,0.0
FPHI01,LP9137799,DOVE SPOO 30ML TRAVEL,3.0
FPHI01,LP9138730,ELVIVE SPOO 250ML FULL RESTORE 5,0.0
FPHI01,LP9139720,EARTHSAP SPOO 250ML LAVENDER,0.0
FPHI01,LP9140711,TWO OCEANS SPOO 250ML HYDRA KERATIN,0.0
FPHI01,LP9145234,PERFECT HAIR SULPHATE FREE SPOO 250ML,0.0
FPHI01,LP9145813,ELVIVE BOND REPAIR 200ML PRE-SHAMPOO,0.0
FPHI01,LP9145814,ELVIVE BOND REPAIR 200ML SHAMPOO,0.0
FPHI01,LP9152442,TWO OCEANS SPOO 250ML PROF SILVER,0.0
FPHI01,LP9152443,TWO OCEANS SPOO 1L BIOTIN+ARGAN,0.0
FPHI01,LP9153175,ELVIVE SPOO 400ML HYDRA PURE,0.0
FPHI02,LP9005837,CANTU RINSE OUT COND,0.0
FPHI02,LP9024947,TRESEMME COND 750ML KERATIN SMOOTH HA,0.0
FPHI02,LP9024950,TRESEMME COND 900ML 24HR HEALTHY VOLU,0.0
FPHI02,LP9024953,TRESEMME COND 900ML NO FRIZZ,0.0
FPHI02,LP9026553,DOVE COND 200ML HAIRFALL,0.0
FPHI02,LP9026555,Z//E COND 200ML INTENSIVE REPAIR,0.0
FPHI02,LP9026557,DOVE COND 350ML DAILY MOISTURE,0.0
FPHI02,LP9026561,DOVE COND 350ML NOURISHING OIL CARE,0.0
FPHI02,LP9026562,ELVIVE COND 250ML COLOUR PROTECT UV F,0.0
FPHI02,LP9026564,ELVIVE COND 200ML TOTAL REPAIR 5,0.0
FPHI02,LP9026565,ELVIVE COND 200ML TRIPLE RESIST,0.0
FPHI02,LP9026574,GLISS COND 400ML   COLOUR SHINE&PROTE,0.0
FPHI02,LP9026577,GLISS COND 400ML TOTAL REPAIR,0.0
FPHI02,LP9026578,GLISS COND 400ML   ULTIMATE REPAIR,0.0
FPHI02,LP9026580,GLISS EXP COND 200ML COLOUR SHINE&PRO,0.0
FPHI02,LP9026582,PANTENE COND 200ML AQUA LIGHT,0.0
FPHI02,LP9026583,PANTENE COND 200ML COLOUR REVIVAL,0.0
FPHI02,LP9026584,PANTENE COND 200ML FULL&THICK,0.0
FPHI02,LP9026585,PANTENE COND 200ML REPAIR&PROTECT,9.0
FPHI02,LP9026586,PANTENE COND 200ML SMOOTH&SLEEK,1.0
FPHI02,LP9026587,PANTENE COND 200ML MOISTURE RENEW,5.0
FPHI02,LP9026589,PANTENE COND 400ML AQUA LIGHT,4.0
FPHI02,LP9026590,PANTENE COND 400ML CLASSIC CARE,0.0
FPHI02,LP9026591,PANTENE COND 400ML COLOUR REVIVAL,5.0
FPHI02,LP9026592,PANTENE COND 400ML FULL&THICK,1.0
FPHI02,LP9026594,PANTENE COND 400ML REPAIR&PROTECT,4.0
FPHI02,LP9026595,PANTENE COND 400ML SMOOTH&SLEEK,7.0
FPHI02,LP9026596,PANTENE COND 400ML MOISTURE RENEW,2.0
FPHI02,LP9026599,PANTENE COND 750ML REPAIR&PROTECT,0.0
FPHI02,LP9026600,PANTENE COND 750ML SMOOTH&SLEEK,0.0
FPHI02,LP9026601,PANTENE COND 750ML TOTAL FULLNESS,0.0
FPHI02,LP9026602,PRO-VITAMIN CONDITIONER B5 375ML PROT,0.0
FPHI02,LP9026604,PRO-VITAMIN CONDITIONER B5 375ML HYDR,0.0
FPHI02,LP9026607,DOVE COND 350ML COL/CARE,0.0
FPHI02,LP9026608,ELVIVE COND 200ML COLOUR PROTECT,0.0
FPHI02,LP9026825,ELVIVE COND 200ML N/GLOSS,0.0
FPHI02,LP9026860,TRESEMME THERM RECOV COND 900ML,0.0
FPHI02,LP9050939,DOVE COND 200ML COL/CARE,0.0
FPHI02,LP9053493,GLISS COND 400ML ULTIMATE OIL ELIXER,0.0
FPHI02,LP9055469,GLISS COND 400ML LIQUID KERATIN,0.0
FPHI02,LP9059771,ELVIVE COND 250ML EX/ORD DRY HAIR,0.0
FPHI02,LP9065122,ELVIVE COND 400ML COLOUR PROTECT UV F,0.0
